ID,Airline,Date_of_Journey,Source,Destination,Route,Dep_Time,Arrival_Time,Duration,Total_Stops,Additional_Info,Price
3390.00,Air India,18/05/2019,Delhi,Cochin,DEL _ JAI _ BOM _ COK,12:00,07:40 19 May,19h 40m,2 stops,No info,8603.00
3391.00,Jet Airways,6/06/2019,Kolkata,Banglore,CCU _ BOM _ BLR,06:30,04:40 07 Jun,22h 10m,1 stop,In-flight meal not included,8586.00
3392.00,Vistara,21/05/2019,Kolkata,Banglore,CCU _ DEL _ BLR,20:20,09:05 22 May,12h 45m,1 stop,No info,8452.00
3393.00,Jet Airways,24/03/2019,Kolkata,Banglore,CCU _ BOM _ BLR,18:55,18:10 25 Mar,23h 15m,1 stop,No info,14231.00
3394.00,Jet Airways,21/05/2019,Delhi,Cochin,DEL _ BOM _ COK,08:00,19:00,11h,1 stop,No info,16289.00
3395.00,SpiceJet,03/03/2019,Banglore,New Delhi,BLR _ DEL,09:35,12:30,2h 55m,non-stop,No info,6860.00
3396.00,IndiGo,9/05/2019,Mumbai,Hyderabad,BOM _ HYD,02:35,04:05,1h 30m,non-stop,No info,2754.00
3397.00,Multiple carriers,9/06/2019,Delhi,Cochin,DEL _ HYD _ COK,07:05,22:30,15h 25m,1 stop,No info,9646.00
3398.00,Air India,27/05/2019,Chennai,Kolkata,MAA _ CCU,11:40,13:55,2h 15m,non-stop,No info,4667.00
3399.00,IndiGo,21/04/2019,Kolkata,Banglore,CCU _ BLR,15:30,18:05,2h 35m,non-stop,No info,4804.00
3400.00,IndiGo,09/03/2019,Banglore,New Delhi,BLR _ DEL,01:30,04:15,2h 45m,non-stop,No info,4545.00
3401.00,Jet Airways,01/03/2019,Banglore,New Delhi,BLR _ BOM _ DEL,22:50,20:20 02 Mar,21h 30m,1 stop,No info,25735.00
3402.00,Jet Airways,21/03/2019,Delhi,Cochin,DEL _ JAI _ BOM _ COK,05:30,04:25 22 Mar,22h 55m,2 stops,No info,12647.00
3403.00,Jet Airways,1/05/2019,Kolkata,Banglore,CCU _ BOM _ BLR,14:05,08:15 02 May,18h 10m,1 stop,In-flight meal not included,8586.00
3404.00,IndiGo,9/06/2019,Chennai,Kolkata,MAA _ CCU,22:05,00:25 10 Jun,2h 20m,non-stop,No info,5277.00
3405.00,IndiGo,27/03/2019,Delhi,Cochin,DEL _ BOM _ COK,11:30,01:35 28 Mar,14h 5m,1 stop,No info,6206.00
3406.00,Air Asia,12/04/2019,Banglore,Delhi,BLR _ DEL,11:10,13:55,2h 45m,non-stop,No info,4483.00
3407.00,Vistara,24/05/2019,Kolkata,Banglore,CCU _ DEL _ BLR,17:00,18:50 25 May,25h 50m,1 stop,No info,9870.00
3408.00,SpiceJet,27/06/2019,Kolkata,Banglore,CCU _ BLR,17:10,19:40,2h 30m,non-stop,No check-in baggage included,3841.00
3409.00,SpiceJet,27/03/2019,Kolkata,Banglore,CCU _ BLR,09:00,11:30,2h 30m,non-stop,No check-in baggage included,3815.00
3410.00,IndiGo,24/03/2019,Banglore,New Delhi,BLR _ DEL,23:30,02:20 25 Mar,2h 50m,non-stop,No info,6860.00
3411.00,Jet Airways,1/05/2019,Kolkata,Banglore,CCU _ DEL _ BLR,20:25,10:55 02 May,14h 30m,1 stop,No info,12121.00
3412.00,Jet Airways,27/03/2019,Delhi,Cochin,DEL _ BOM _ COK,09:55,18:50,8h 55m,1 stop,In-flight meal not included,5963.00
3413.00,SpiceJet,6/06/2019,Banglore,Delhi,BLR _ DEL,05:55,08:35,2h 40m,non-stop,No info,3625.00
3414.00,SpiceJet,15/06/2019,Kolkata,Banglore,CCU _ BLR,09:00,11:25,2h 25m,non-stop,No check-in baggage included,3841.00
3415.00,IndiGo,12/06/2019,Banglore,Delhi,BLR _ DEL,20:00,22:50,2h 50m,non-stop,No info,4823.00
3416.00,Multiple carriers,12/06/2019,Delhi,Cochin,DEL _ HYD _ COK,09:45,16:10,6h 25m,1 stop,No info,9646.00
3417.00,Jet Airways,27/05/2019,Delhi,Cochin,DEL _ BOM _ COK,02:15,12:35,10h 20m,1 stop,In-flight meal not included,10152.00
3418.00,IndiGo,3/06/2019,Delhi,Cochin,DEL _ HYD _ COK,06:50,22:30,15h 40m,1 stop,No info,7514.00
3419.00,Jet Airways,06/03/2019,Banglore,New Delhi,BLR _ BOM _ DEL,07:00,18:25,11h 25m,1 stop,No info,16736.00
3420.00,Jet Airways,6/05/2019,Kolkata,Banglore,CCU _ BOM _ BLR,18:55,10:05 07 May,15h 10m,1 stop,No info,13584.00
3421.00,Air India,21/05/2019,Kolkata,Banglore,CCU _ JAI _ BOM _ BLR,08:20,07:55 22 May,23h 35m,2 stops,No info,11222.00
3422.00,IndiGo,1/05/2019,Chennai,Kolkata,MAA _ CCU,07:55,10:15,2h 20m,non-stop,No info,3850.00
3423.00,Vistara,24/03/2019,Banglore,New Delhi,BLR _ DEL,12:00,14:40,2h 40m,non-stop,No info,7608.00
3424.00,Jet Airways,12/05/2019,Kolkata,Banglore,CCU _ BOM _ BLR,20:00,16:20 13 May,20h 20m,1 stop,In-flight meal not included,10844.00
3425.00,Multiple carriers,9/06/2019,Delhi,Cochin,DEL _ BOM _ COK,17:00,01:30 10 Jun,8h 30m,1 stop,No info,7408.00
3426.00,Vistara,18/05/2019,Chennai,Kolkata,MAA _ CCU,07:05,09:20,2h 15m,non-stop,No info,3687.00
3427.00,SpiceJet,3/03/2019,Delhi,Cochin,DEL _ BLR _ COK,16:35,22:50,6h 15m,1 stop,No info,11726.00
3428.00,Jet Airways,6/05/2019,Kolkata,Banglore,CCU _ BOM _ BLR,06:30,09:20 07 May,26h 50m,1 stop,In-flight meal not included,9663.00
3429.00,Air India,24/03/2019,Kolkata,Banglore,CCU _ DEL _ COK _ BLR,07:00,13:45 25 Mar,30h 45m,2 stops,No info,12829.00
3430.00,IndiGo,27/06/2019,Delhi,Cochin,DEL _ BOM _ COK,16:00,21:00,5h,1 stop,No info,6069.00
3431.00,Jet Airways,12/06/2019,Kolkata,Banglore,CCU _ BOM _ BLR,16:30,19:50 13 Jun,27h 20m,1 stop,In-flight meal not included,8529.00
3432.00,Vistara,9/05/2019,Kolkata,Banglore,CCU _ DEL _ BLR,17:00,23:25,6h 25m,1 stop,No info,8085.00
3433.00,Vistara,15/05/2019,Banglore,Delhi,BLR _ DEL,19:30,22:15,2h 45m,non-stop,No info,4878.00
3434.00,IndiGo,3/04/2019,Banglore,Delhi,BLR _ DEL,13:00,15:50,2h 50m,non-stop,No info,4077.00
3435.00,IndiGo,9/05/2019,Kolkata,Banglore,CCU _ PNQ _ BLR,21:00,02:15 10 May,5h 15m,1 stop,No info,7605.00
3436.00,Jet Airways,15/06/2019,Delhi,Cochin,DEL _ JAI _ BOM _ COK,05:30,04:25 16 Jun,22h 55m,2 stops,No info,13014.00
3437.00,IndiGo,3/03/2019,Delhi,Cochin,DEL _ HYD _ COK,07:35,22:20,14h 45m,1 stop,No info,11600.00
3438.00,Jet Airways,12/05/2019,Kolkata,Banglore,CCU _ DEL _ BLR,17:00,09:45 13 May,16h 45m,1 stop,No info,14151.00
3439.00,Air India,24/06/2019,Delhi,Cochin,DEL _ HYD _ BOM _ COK,13:15,07:40 25 Jun,18h 25m,2 stops,No info,12497.00
3440.00,Jet Airways,6/03/2019,Delhi,Cochin,DEL _ BOM _ COK,02:15,18:50,16h 35m,1 stop,No info,17024.00
3441.00,SpiceJet,9/03/2019,Chennai,Kolkata,MAA _ CCU,09:30,12:05,2h 35m,non-stop,No info,6300.00
3442.00,Multiple carriers,6/03/2019,Delhi,Cochin,DEL _ BOM _ COK,17:45,01:35 07 Mar,7h 50m,1 stop,No info,15147.00
3443.00,Multiple carriers,1/06/2019,Delhi,Cochin,DEL _ BOM _ COK,12:50,01:30 02 Jun,12h 40m,1 stop,No info,6795.00
3444.00,IndiGo,3/03/2019,Mumbai,Hyderabad,BOM _ HYD,19:05,20:30,1h 25m,non-stop,No info,5755.00
3445.00,Air India,12/05/2019,Kolkata,Banglore,CCU _ DEL _ BLR,20:30,16:15 13 May,19h 45m,1 stop,No info,10203.00
3446.00,Jet Airways,6/06/2019,Delhi,Cochin,DEL _ BOM _ COK,11:30,04:25 07 Jun,16h 55m,1 stop,No info,14714.00
3447.00,IndiGo,18/03/2019,Banglore,New Delhi,BLR _ DEL,22:20,01:10 19 Mar,2h 50m,non-stop,No info,4545.00
3448.00,Jet Airways,15/05/2019,Kolkata,Banglore,CCU _ BOM _ BLR,06:30,20:45,14h 15m,1 stop,No info,14781.00
3449.00,Air India,12/03/2019,Banglore,New Delhi,BLR _ TRV _ COK _ DEL,07:30,11:05 13 Mar,27h 35m,2 stops,No info,11602.00
3450.00,IndiGo,6/05/2019,Mumbai,Hyderabad,BOM _ HYD,06:25,07:55,1h 30m,non-stop,No info,4049.00
3451.00,Jet Airways,9/05/2019,Delhi,Cochin,DEL _ JAI _ BOM _ COK,05:30,04:25 10 May,22h 55m,2 stops,In-flight meal not included,13029.00
3452.00,Jet Airways,9/06/2019,Kolkata,Banglore,CCU _ BOM _ BLR,08:25,20:45,12h 20m,1 stop,No info,14571.00
3453.00,Air India,9/06/2019,Banglore,Delhi,BLR _ DEL,06:10,08:55,2h 45m,non-stop,No info,6961.00
3454.00,SpiceJet,15/05/2019,Kolkata,Banglore,CCU _ PNQ _ BLR,08:35,17:15,8h 40m,1 stop,No info,6381.00
3455.00,SpiceJet,1/04/2019,Kolkata,Banglore,CCU _ BLR,06:55,09:30,2h 35m,non-stop,No check-in baggage included,3841.00
3456.00,Jet Airways,21/03/2019,Delhi,Cochin,DEL _ IXC _ BOM _ COK,06:20,04:25 22 Mar,22h 5m,2 stops,No info,11538.00
3457.00,Vistara,6/05/2019,Kolkata,Banglore,CCU _ DEL _ BLR,20:20,20:20 07 May,24h,1 stop,No info,8610.00
3458.00,Air India,6/03/2019,Delhi,Cochin,DEL _ HYD _ BOM _ COK,07:05,19:15 07 Mar,36h 10m,2 stops,No info,11552.00
3459.00,Multiple carriers,1/06/2019,Delhi,Cochin,DEL _ BOM _ COK,07:00,21:00,14h,1 stop,No info,7408.00
3460.00,Jet Airways,27/06/2019,Delhi,Cochin,DEL _ BOM _ COK,19:45,12:35 28 Jun,16h 50m,1 stop,In-flight meal not included,10262.00
3461.00,Air India,6/05/2019,Kolkata,Banglore,CCU _ IXR _ DEL _ BLR,05:50,08:55 07 May,27h 5m,2 stops,No info,10991.00
3462.00,Multiple carriers,9/06/2019,Delhi,Cochin,DEL _ BOM _ COK,18:15,01:30 10 Jun,7h 15m,1 stop,No info,13587.00
3463.00,Air India,15/05/2019,Delhi,Cochin,DEL _ MAA _ COK,12:30,09:25 16 May,20h 55m,1 stop,No info,7480.00
3464.00,IndiGo,09/03/2019,Banglore,New Delhi,BLR _ IDR _ DEL,17:55,22:55,5h,1 stop,No info,6351.00
3465.00,Multiple carriers,27/05/2019,Delhi,Cochin,DEL _ BOM _ COK,14:00,21:00,7h,1 stop,In-flight meal not included,7153.00
3466.00,Air Asia,6/05/2019,Kolkata,Banglore,CCU _ BLR,19:55,22:25,2h 30m,non-stop,No info,4409.00
3467.00,IndiGo,15/05/2019,Kolkata,Banglore,CCU _ PNQ _ BLR,21:00,02:15 16 May,5h 15m,1 stop,No info,7228.00
3468.00,Multiple carriers,27/03/2019,Delhi,Cochin,DEL _ BOM _ COK,08:00,18:50,10h 50m,1 stop,No info,11667.00
3469.00,SpiceJet,12/06/2019,Kolkata,Banglore,CCU _ MAA _ BLR,15:05,20:20,5h 15m,1 stop,No info,4649.00
3470.00,Air India,9/05/2019,Kolkata,Banglore,CCU _ BOM _ COK _ BLR,16:50,13:45 10 May,20h 55m,2 stops,No info,12592.00
3471.00,Multiple carriers,12/06/2019,Delhi,Cochin,DEL _ BOM _ COK,10:20,19:00,8h 40m,1 stop,No info,11789.00
3472.00,Air India,1/06/2019,Chennai,Kolkata,MAA _ CCU,11:40,13:55,2h 15m,non-stop,No info,4667.00
3473.00,Air Asia,21/05/2019,Kolkata,Banglore,CCU _ DEL _ BLR,22:40,10:40 22 May,12h,1 stop,No info,9719.00
3474.00,Air India,27/03/2019,Delhi,Cochin,DEL _ BOM _ COK,13:00,19:15,6h 15m,1 stop,No info,6902.00
3475.00,Jet Airways,21/05/2019,Kolkata,Banglore,CCU _ BOM _ BLR,20:00,04:40 22 May,8h 40m,1 stop,No info,14781.00
3476.00,Jet Airways,18/05/2019,Kolkata,Banglore,CCU _ BOM _ BLR,08:25,22:35,14h 10m,1 stop,In-flight meal not included,10844.00
3477.00,Air India,24/03/2019,Kolkata,Banglore,CCU _ IXZ _ MAA _ BLR,05:40,14:35 25 Mar,32h 55m,2 stops,No info,11522.00
3478.00,Air India,21/04/2019,Banglore,Delhi,BLR _ DEL,13:20,16:10,2h 50m,non-stop,No info,6121.00
3479.00,Vistara,6/06/2019,Kolkata,Banglore,CCU _ DEL _ BLR,17:00,23:25,6h 25m,1 stop,No info,8610.00
3480.00,Air Asia,24/03/2019,Kolkata,Banglore,CCU _ BLR,22:50,01:20 25 Mar,2h 30m,non-stop,No info,5620.00
3481.00,IndiGo,27/05/2019,Kolkata,Banglore,CCU _ BLR,15:15,17:45,2h 30m,non-stop,No info,4804.00
3482.00,Multiple carriers,27/05/2019,Delhi,Cochin,DEL _ BOM _ COK,10:20,21:00,10h 40m,1 stop,No info,7005.00
3483.00,Jet Airways,1/05/2019,Delhi,Cochin,DEL _ AMD _ BOM _ COK,23:05,19:00 02 May,19h 55m,2 stops,No info,15129.00
3484.00,Jet Airways,24/05/2019,Kolkata,Banglore,CCU _ BOM _ BLR,20:00,04:40 25 May,8h 40m,1 stop,In-flight meal not included,8586.00
3485.00,Multiple carriers,18/05/2019,Delhi,Cochin,DEL _ BOM _ COK,08:00,19:00,11h,1 stop,No info,10197.00
3486.00,Multiple carriers,27/03/2019,Delhi,Cochin,DEL _ BOM _ COK,09:10,19:15,10h 5m,1 stop,No info,10667.00
3487.00,IndiGo,12/06/2019,Kolkata,Banglore,CCU _ PAT _ BLR,09:20,14:15,4h 55m,1 stop,No info,11160.00
3488.00,Air India,27/05/2019,Delhi,Cochin,DEL _ LKO _ BOM _ COK,12:20,19:15 28 May,30h 55m,2 stops,No info,12488.00
3489.00,Jet Airways,18/05/2019,Kolkata,Banglore,CCU _ BOM _ BLR,08:25,19:50,11h 25m,1 stop,In-flight meal not included,10844.00
3490.00,Air India,3/06/2019,Delhi,Cochin,DEL _ AMD _ BOM _ COK,16:40,19:15 04 Jun,26h 35m,2 stops,No info,9968.00
3491.00,Jet Airways,18/05/2019,Banglore,Delhi,BLR _ DEL,18:55,22:00,3h 5m,non-stop,In-flight meal not included,5198.00
3492.00,Jet Airways,1/05/2019,Kolkata,Banglore,CCU _ BOM _ BLR,14:05,04:40 02 May,14h 35m,1 stop,In-flight meal not included,8586.00
3493.00,IndiGo,18/05/2019,Chennai,Kolkata,MAA _ CCU,11:35,14:00,2h 25m,non-stop,No info,4332.00
3494.00,IndiGo,6/05/2019,Kolkata,Banglore,CCU _ MAA _ BLR,08:10,13:00,4h 50m,1 stop,No info,5069.00
3495.00,Jet Airways,6/05/2019,Banglore,Delhi,BLR _ DEL,08:20,11:20,3h,non-stop,In-flight meal not included,4544.00
3496.00,Multiple carriers,3/03/2019,Delhi,Cochin,DEL _ BOM _ COK,04:00,15:30,11h 30m,1 stop,No info,14973.00
3497.00,Air India,12/03/2019,Banglore,New Delhi,BLR _ BOM _ IDR _ GWL _ DEL,06:45,18:05 13 Mar,35h 20m,3 stops,No info,13387.00
3498.00,SpiceJet,9/06/2019,Banglore,Delhi,BLR _ DEL,05:55,08:35,2h 40m,non-stop,No info,3625.00
3499.00,Jet Airways,24/05/2019,Kolkata,Banglore,CCU _ DEL _ BLR,09:35,14:25 25 May,28h 50m,1 stop,In-flight meal not included,10703.00
3500.00,IndiGo,24/03/2019,Kolkata,Banglore,CCU _ BLR,15:10,17:45,2h 35m,non-stop,No info,7615.00
3501.00,IndiGo,27/05/2019,Banglore,Delhi,BLR _ DEL,18:25,21:20,2h 55m,non-stop,No info,4823.00
3502.00,Jet Airways,06/03/2019,Banglore,New Delhi,BLR _ BOM _ DEL,11:40,05:05 07 Mar,17h 25m,1 stop,No info,16736.00
3503.00,Jet Airways,9/05/2019,Kolkata,Banglore,CCU _ BOM _ BLR,21:10,12:00 10 May,14h 50m,1 stop,In-flight meal not included,9663.00
3504.00,Multiple carriers,18/05/2019,Delhi,Cochin,DEL _ BOM _ COK,08:30,19:00,10h 30m,1 stop,No info,9205.00
3505.00,Jet Airways,9/05/2019,Delhi,Cochin,DEL _ BOM _ COK,22:50,04:25 10 May,5h 35m,1 stop,No info,15554.00
3506.00,SpiceJet,15/05/2019,Mumbai,Hyderabad,BOM _ HYD,22:45,00:15 16 May,1h 30m,non-stop,No check-in baggage included,1965.00
3507.00,Air India,15/06/2019,Kolkata,Banglore,CCU _ BLR,14:15,16:45,2h 30m,non-stop,No info,5510.00
3508.00,Multiple carriers,9/05/2019,Delhi,Cochin,DEL _ BOM _ COK,10:20,19:15,8h 55m,1 stop,No info,8266.00
3509.00,IndiGo,27/05/2019,Mumbai,Hyderabad,BOM _ HYD,16:55,18:25,1h 30m,non-stop,No info,3175.00
3510.00,SpiceJet,9/05/2019,Delhi,Cochin,DEL _ PNQ _ COK,08:45,13:15,4h 30m,1 stop,No check-in baggage included,4760.00
3511.00,Multiple carriers,27/05/2019,Delhi,Cochin,DEL _ BOM _ COK,08:45,21:00,12h 15m,1 stop,No info,7740.00
3512.00,Jet Airways,15/05/2019,Kolkata,Banglore,CCU _ BOM _ BLR,14:05,23:35,9h 30m,1 stop,No info,13941.00
3513.00,Air Asia,6/06/2019,Delhi,Cochin,DEL _ BLR _ COK,16:45,07:10 07 Jun,14h 25m,1 stop,No info,11410.00
3514.00,Jet Airways,1/04/2019,Kolkata,Banglore,CCU _ BOM _ BLR,16:30,19:50 02 Apr,27h 20m,1 stop,No info,12681.00
3515.00,Jet Airways,6/05/2019,Delhi,Cochin,DEL _ JAI _ BOM _ COK,09:40,12:35 07 May,26h 55m,2 stops,No info,15129.00
3516.00,Jet Airways,12/06/2019,Delhi,Cochin,DEL _ JAI _ BOM _ COK,05:30,19:00,13h 30m,2 stops,In-flight meal not included,10368.00
3517.00,Air India,21/05/2019,Kolkata,Banglore,CCU _ JAI _ DEL _ BLR,08:20,20:25,12h 5m,2 stops,No info,12324.00
3518.00,SpiceJet,15/04/2019,Kolkata,Banglore,CCU _ BLR,17:10,19:40,2h 30m,non-stop,No check-in baggage included,3841.00
3519.00,Jet Airways,24/06/2019,Delhi,Cochin,DEL _ JAI _ BOM _ COK,05:30,04:25 25 Jun,22h 55m,2 stops,No info,13014.00
3520.00,IndiGo,27/06/2019,Delhi,Cochin,DEL _ HYD _ COK,06:50,22:30,15h 40m,1 stop,No info,6442.00
3521.00,Jet Airways,18/05/2019,Delhi,Cochin,DEL _ BOM _ COK,14:00,19:00,5h,1 stop,In-flight meal not included,12373.00
3522.00,Jet Airways,12/03/2019,Banglore,New Delhi,BLR _ BOM _ DEL,08:55,23:00,14h 5m,1 stop,No info,13817.00
3523.00,IndiGo,24/06/2019,Banglore,Delhi,BLR _ DEL,18:55,21:50,2h 55m,non-stop,No info,4823.00
3524.00,Jet Airways,27/03/2019,Delhi,Cochin,DEL _ MAA _ BOM _ COK,05:10,04:25 28 Mar,23h 15m,2 stops,In-flight meal not included,9412.00
3525.00,Air India,27/05/2019,Delhi,Cochin,DEL _ GOI _ BOM _ COK,22:00,19:15 28 May,21h 15m,2 stops,No info,10231.00
3526.00,Jet Airways,9/04/2019,Banglore,Delhi,BLR _ DEL,15:50,18:45,2h 55m,non-stop,No info,7229.00
3527.00,SpiceJet,24/03/2019,Banglore,New Delhi,BLR _ DEL,09:35,12:30,2h 55m,non-stop,No check-in baggage included,4273.00
3528.00,Jet Airways,18/05/2019,Kolkata,Banglore,CCU _ BOM _ BLR,18:55,20:45 19 May,25h 50m,1 stop,In-flight meal not included,10844.00
3529.00,IndiGo,27/05/2019,Delhi,Cochin,DEL _ MAA _ COK,02:00,07:25,5h 25m,1 stop,No info,7164.00
3530.00,Jet Airways,27/06/2019,Banglore,Delhi,BLR _ DEL,07:10,10:10,3h,non-stop,In-flight meal not included,6478.00
3531.00,Jet Airways,12/05/2019,Banglore,Delhi,BLR _ DEL,07:10,10:10,3h,non-stop,In-flight meal not included,5198.00
3532.00,SpiceJet,27/04/2019,Banglore,Delhi,BLR _ DEL,05:55,08:35,2h 40m,non-stop,No check-in baggage included,4319.00
3533.00,Jet Airways,27/06/2019,Delhi,Cochin,DEL _ BOM _ COK,19:15,12:35 28 Jun,17h 20m,1 stop,In-flight meal not included,10262.00
3534.00,Vistara,18/05/2019,Delhi,Cochin,DEL _ COK,14:40,17:50,3h 10m,non-stop,No info,6741.00
3535.00,Jet Airways,6/06/2019,Kolkata,Banglore,CCU _ BOM _ BLR,14:05,22:35,8h 30m,1 stop,No info,14571.00
3536.00,Air India,01/03/2019,Banglore,New Delhi,BLR _ MAA _ DEL,11:50,23:55,12h 5m,1 stop,Change airports,26092.00
3537.00,Air India,27/06/2019,Delhi,Cochin,DEL _ GOI _ BOM _ COK,10:55,19:15,8h 20m,2 stops,No info,11753.00
3538.00,Jet Airways,21/03/2019,Banglore,New Delhi,BLR _ BOM _ DEL,08:00,23:00,15h,1 stop,In-flight meal not included,7832.00
3539.00,Vistara,1/05/2019,Kolkata,Banglore,CCU _ DEL _ BLR,07:10,20:20,13h 10m,1 stop,No info,8610.00
3540.00,Jet Airways,12/06/2019,Kolkata,Banglore,CCU _ BOM _ BLR,14:05,22:35,8h 30m,1 stop,No info,13626.00
3541.00,Jet Airways,9/06/2019,Delhi,Cochin,DEL _ JAI _ BOM _ COK,09:40,12:35 10 Jun,26h 55m,2 stops,In-flight meal not included,10368.00
3542.00,IndiGo,18/06/2019,Mumbai,Hyderabad,BOM _ HYD,02:35,04:05,1h 30m,non-stop,No info,2754.00
3543.00,Jet Airways,6/06/2019,Kolkata,Banglore,CCU _ DEL _ BLR,17:00,18:00 07 Jun,25h,1 stop,No info,12692.00
3544.00,IndiGo,01/03/2019,Banglore,New Delhi,BLR _ DEL,10:05,13:00,2h 55m,non-stop,No info,10067.00
3545.00,GoAir,3/06/2019,Delhi,Cochin,DEL _ BOM _ COK,10:35,19:35,9h,1 stop,No info,4959.00
3546.00,Air India,01/03/2019,Banglore,New Delhi,BLR _ BOM _ IDR _ DEL,08:50,11:10 02 Mar,26h 20m,2 stops,No info,19372.00
3547.00,Air India,18/05/2019,Mumbai,Hyderabad,BOM _ HYD,06:20,07:40,1h 20m,non-stop,No info,3100.00
3548.00,Multiple carriers,15/05/2019,Delhi,Cochin,DEL _ BOM _ COK,07:30,21:00,13h 30m,1 stop,No info,8405.00
3549.00,Multiple carriers,27/05/2019,Delhi,Cochin,DEL _ BOM _ COK,11:30,21:00,9h 30m,1 stop,In-flight meal not included,6943.00
3550.00,SpiceJet,27/04/2019,Kolkata,Banglore,CCU _ BLR,17:10,19:40,2h 30m,non-stop,No check-in baggage included,3841.00
3551.00,SpiceJet,6/06/2019,Mumbai,Hyderabad,BOM _ HYD,22:45,00:15 07 Jun,1h 30m,non-stop,No info,2017.00
3552.00,Vistara,1/05/2019,Kolkata,Banglore,CCU _ DEL _ BLR,17:00,10:45 02 May,17h 45m,1 stop,No info,9187.00
3553.00,Jet Airways,12/05/2019,Kolkata,Banglore,CCU _ BOM _ BLR,08:25,19:50,11h 25m,1 stop,No info,13941.00
3554.00,Jet Airways,21/03/2019,Delhi,Cochin,DEL _ MAA _ BOM _ COK,19:15,18:50 22 Mar,23h 35m,2 stops,In-flight meal not included,8938.00
3555.00,SpiceJet,18/05/2019,Banglore,Delhi,BLR _ DEL,09:30,12:20,2h 50m,non-stop,No check-in baggage included,4319.00
3556.00,SpiceJet,1/04/2019,Banglore,Delhi,BLR _ DEL,21:10,00:05 02 Apr,2h 55m,non-stop,No check-in baggage included,3573.00
3557.00,SpiceJet,3/05/2019,Kolkata,Banglore,CCU _ BLR,09:00,11:25,2h 25m,non-stop,No check-in baggage included,3841.00
3558.00,Jet Airways,27/06/2019,Delhi,Cochin,DEL _ COK,11:00,14:15,3h 15m,non-stop,In-flight meal not included,7202.00
3559.00,Vistara,9/06/2019,Kolkata,Banglore,CCU _ DEL _ BLR,17:00,22:55,5h 55m,1 stop,No info,9187.00
3560.00,GoAir,3/06/2019,Delhi,Cochin,DEL _ AMD _ COK,07:25,13:35,6h 10m,1 stop,No info,6976.00
3561.00,Jet Airways,21/05/2019,Delhi,Cochin,DEL _ BOM _ COK,18:15,12:35 22 May,18h 20m,1 stop,In-flight meal not included,12898.00
3562.00,Jet Airways,27/05/2019,Delhi,Cochin,DEL _ BOM _ COK,02:15,04:25 28 May,26h 10m,1 stop,In-flight meal not included,12898.00
3563.00,Jet Airways,15/06/2019,Delhi,Cochin,DEL _ IDR _ BOM _ COK,21:25,19:00 16 Jun,21h 35m,2 stops,In-flight meal not included,10588.00
3564.00,Air India,24/06/2019,Delhi,Cochin,DEL _ GOI _ BOM _ COK,22:00,19:15 25 Jun,21h 15m,2 stops,No info,9181.00
3565.00,Jet Airways,03/03/2019,Banglore,New Delhi,BLR _ BOM _ DEL,05:45,05:05 07 Mar,23h 20m,1 stop,In-flight meal not included,11087.00
3566.00,Jet Airways,27/06/2019,Delhi,Cochin,DEL _ BOM _ COK,07:05,12:35,5h 30m,1 stop,In-flight meal not included,10262.00
3567.00,Jet Airways,6/04/2019,Delhi,Cochin,DEL _ COK,11:00,14:15,3h 15m,non-stop,In-flight meal not included,4886.00
3568.00,IndiGo,21/03/2019,Delhi,Cochin,DEL _ BBI _ COK,02:35,08:30,5h 55m,1 stop,No info,8470.00
3569.00,Air India,21/05/2019,Kolkata,Banglore,CCU _ GAU _ IMF _ DEL _ BLR,09:50,23:15,13h 25m,3 stops,No info,14960.00
3570.00,SpiceJet,9/05/2019,Kolkata,Banglore,CCU _ BLR,06:55,09:30,2h 35m,non-stop,No info,3873.00
3571.00,Air India,9/03/2019,Delhi,Cochin,DEL _ AMD _ BOM _ COK,16:40,19:15 10 Mar,26h 35m,2 stops,No info,11911.00
3572.00,Air India,15/06/2019,Delhi,Cochin,DEL _ BLR _ COK,09:45,23:00,13h 15m,1 stop,No info,8907.00
3573.00,SpiceJet,9/05/2019,Chennai,Kolkata,MAA _ CCU,08:20,10:35,2h 15m,non-stop,No check-in baggage included,3859.00
3574.00,Air Asia,24/06/2019,Kolkata,Banglore,CCU _ BLR,22:50,01:20 25 Jun,2h 30m,non-stop,No info,3807.00
3575.00,Air Asia,6/03/2019,Kolkata,Banglore,CCU _ BLR,10:20,12:55,2h 35m,non-stop,No info,4384.00
3576.00,Multiple carriers,3/06/2019,Delhi,Cochin,DEL _ BOM _ COK,04:55,12:35,7h 40m,1 stop,No info,11622.00
3577.00,Vistara,24/03/2019,Banglore,New Delhi,BLR _ DEL,19:40,22:20,2h 40m,non-stop,No info,4563.00
3578.00,SpiceJet,1/04/2019,Mumbai,Hyderabad,BOM _ HYD,13:15,14:45,1h 30m,non-stop,No check-in baggage included,1965.00
3579.00,Air India,24/04/2019,Kolkata,Banglore,CCU _ BLR,20:45,23:20,2h 35m,non-stop,No info,4145.00
3580.00,Jet Airways,24/03/2019,Kolkata,Banglore,CCU _ BOM _ BLR,21:10,20:40 25 Mar,23h 30m,1 stop,In-flight meal not included,10031.00
3581.00,Air India,01/03/2019,Banglore,New Delhi,BLR _ HYD _ DEL,17:00,23:10,6h 10m,1 stop,No info,11628.00
3582.00,Jet Airways,15/06/2019,Delhi,Cochin,DEL _ BOM _ COK,07:05,12:35,5h 30m,1 stop,In-flight meal not included,10262.00
