CustomerID,ProdTaken,Age,TypeofContact,CityTier,DurationOfPitch,Occupation,Gender,NumberOfPersonVisited,NumberOfFollowups,ProductPitched,PreferredPropertyStar,MaritalStatus,NumberOfTrips,Passport,FeedbackScore,OwnCar,NumberOfChildrenVisited,Des key,MonthlyIncome
200139,No,30,Self Enquiry,2,15,Salaried,Male,2,3,Deluxe,3,Divorced,1,1,3,1,1,D-3,21347
200143,No,30,Self Enquiry,1,24,Salaried,Female,3,3,Basic,3,Single,2,0,2,1,0,D-2,17632
200145,No,30,Self Enquiry,1,11,Large Business,Female,2,3,Basic,5,Married,6,0,5,1,1,D-2,18204
200146,No,30,Self Enquiry,1,8,Small Business,Male,2,4,Basic,3,Single,1,0,4,0,0,D-2,17720
200167,No,30,Self Enquiry,3,11,Salaried,Female,2,3,Standard,3,Divorced,3,0,4,1,1,D-4,24419
200173,No,30,Company Invited,1,15,Small Business,Male,3,3,Deluxe,5,Married,2,0,2,0,1,D-3,18072
200211,No,30,Company Invited,1,6,Salaried,Male,2,4,Standard,3,Unmarried,2,0,5,1,1,D-4,23474
200214,Yes,30,Self Enquiry,1,9,Large Business,Female,2,3,Basic,5,Single,6,1,4,1,1,D-2,17657
200216,Yes,30,Company Invited,3,32,Small Business,Female,2,4,Deluxe,5,Unmarried,6,0,2,0,1,D-3,21696
200324,No,30,Self Enquiry,1,34,Small Business,Female,3,3,Deluxe,3,Divorced,2,0,3,0,2,D-3,20775
200338,No,30,Self Enquiry,3,11,Small Business,Female,1,4,Deluxe,3,Married,2,0,2,0,0,D-3,21118
200354,No,30,Company Invited,3,7,Large Business,Female,2,3,Deluxe,3,Divorced,1,1,3,1,0,D-3,19736
200381,No,30,Self Enquiry,3,8,Large Business,Male,3,3,Basic,4,Divorced,2,0,3,1,2,D-2,17476
200385,Yes,30,Company Invited,1,10,Large Business,Male,2,3,Basic,3,Single,19,1,4,1,1,D-2,17285
200402,No,30,Self Enquiry,3,18,Large Business,Female,2,3,Deluxe,3,Unmarried,1,0,2,1,0,D-3,21577
200410,No,30,Self Enquiry,1,8,Salaried,Female,2,5,Deluxe,3,Single,3,0,2,0,1,D-3,21091
200419,No,30,Company Invited,1,9,Salaried,Male,2,3,Basic,3,Divorced,5,0,3,0,1,D-2,17097
200423,No,30,Company Invited,3,28,Salaried,Female,3,3,Standard,5,Divorced,1,0,2,1,0,D-4,23412
200426,No,30,Company Invited,1,8,Small Business,Female,2,3,Basic,3,Single,1,0,4,1,0,D-2,17564
200437,No,30,Self Enquiry,3,13,Small Business,Male,2,3,Basic,4,Single,1,0,2,1,0,D-2,17983
200480,Yes,30,Company Invited,3,18,Salaried,Male,3,4,Basic,5,Divorced,2,0,5,1,0,D-2,17033
200496,No,30,Self Enquiry,3,28,Large Business,Male,2,3,Basic,3,Single,2,0,2,1,1,D-2,18447
200501,No,30,Company Invited,1,9,Small Business,Female,3,3,Basic,3,Married,2,0,3,1,1,D-2,17083
200545,No,30,Self Enquiry,3,33,Small Business,Male,2,3,Deluxe,3,Married,1,0,3,1,0,D-3,20304
200602,No,30,Self Enquiry,1,8,Small Business,Female,2,4,Deluxe,3,Unmarried,6,1,2,1,1,D-3,21877
200702,No,30,Self Enquiry,3,14,Salaried,Male,3,3,Standard,3,Married,6,0,3,1,0,D-4,22264
200712,No,30,Self Enquiry,1,19,Salaried,Female,2,3,Basic,3,Single,4,0,3,1,0,D-2,18452
200720,Yes,30,Self Enquiry,1,28,Salaried,Female,2,3,Basic,3,Divorced,5,1,2,0,1,D-2,17132
200730,No,30,Self Enquiry,1,14,Salaried,Female,3,1,Standard,5,Divorced,1,1,2,0,2,D-4,26416
200732,Yes,30,Company Invited,1,11,Small Business,Female,2,3,Basic,4,Single,1,0,3,0,0,D-2,17422
200782,No,30,Self Enquiry,1,26,Salaried,Male,2,3,Deluxe,5,Divorced,1,0,4,1,0,D-3,24957
200844,No,30,Self Enquiry,3,16,Small Business,Male,3,4,Deluxe,3,Divorced,2,0,2,1,0,D-3,21578
200931,No,30,Company Invited,1,8,Small Business,Female,3,3,Deluxe,3,Single,1,1,3,1,2,D-3,19695
200941,No,30,Self Enquiry,1,8,Large Business,Female,2,4,Deluxe,3,Divorced,1,0,4,1,1,D-3,19627
200948,No,30,Self Enquiry,1,23,Small Business,Female,3,3,Standard,5,Divorced,2,1,4,0,2,D-4,26916
200012,No,31,Self Enquiry,1,32,Salaried,Male,2,3,Basic,3,Married,2,0,3,0,1,D-2,17911
200058,No,31,Self Enquiry,1,13,Salaried,Male,2,3,Deluxe,3,Married,4,0,3,1,0,D-3,20915
200072,No,31,Self Enquiry,1,6,Small Business,Male,2,3,Basic,4,Single,2,0,3,0,0,D-2,17501
200075,No,31,Self Enquiry,1,7,Salaried,Female,3,3,Deluxe,3,Single,2,0,5,0,1,D-3,76804
200124,Yes,31,Self Enquiry,3,12,Salaried,Male,3,5,Deluxe,3,Divorced,5,1,3,1,1,D-3,21172
200132,Yes,31,Self Enquiry,3,5,Salaried,Female,3,5,Deluxe,3,Divorced,4,1,3,1,0,D-3,19559
200183,No,31,Self Enquiry,1,6,Small Business,Male,2,4,Basic,3,Divorced,3,0,3,0,0,D-2,18690
200224,No,31,Self Enquiry,1,9,Small Business,Male,2,5,Deluxe,3,Divorced,1,0,3,1,0,D-3,73964
200245,No,31,Company Invited,1,9,Small Business,Male,3,3,Standard,3,Married,1,0,4,1,2,D-4,28675
200266,No,31,Self Enquiry,1,29,Small Business,Male,3,4,Deluxe,3,Divorced,1,0,3,1,1,D-3,20582
200292,No,31,Company Invited,3,11,Small Business,Female,2,3,Basic,4,Married,2,0,3,0,1,D-2,17789
200303,No,31,Self Enquiry,3,13,Large Business,Male,3,2,Deluxe,3,Divorced,5,0,2,1,0,D-3,21929
200309,No,31,Self Enquiry,1,10,Large Business,Male,2,3,Basic,3,Divorced,1,1,4,0,1,D-2,19821
200310,No,31,Self Enquiry,2,8,Salaried,Male,3,4,Deluxe,5,Divorced,4,0,3,0,1,D-3,21410
200312,No,31,Self Enquiry,1,8,Salaried,Male,2,3,Basic,3,Married,1,1,4,1,1,D-2,17695
200321,No,31,Self Enquiry,3,13,Small Business,Male,3,3,Deluxe,3,Married,5,0,2,0,0,D-3,22547
200325,No,31,Company Invited,1,13,Salaried,Female,2,4,Standard,3,Divorced,2,0,2,1,1,D-4,23943
200342,No,31,Self Enquiry,1,13,Small Business,Female,2,3,Standard,3,Unmarried,2,1,4,1,1,D-4,22143
200369,No,31,Self Enquiry,1,15,Salaried,Male,2,4,Basic,4,Single,1,1,3,1,0,D-2,17657
200394,No,31,Self Enquiry,1,10,Small Business,Female,2,3,Deluxe,5,Divorced,2,0,2,1,0,D-3,49805
200399,No,31,Self Enquiry,1,6,Salaried,Male,3,4,Basic,5,Divorced,2,0,4,0,0,D-2,17218
200434,No,31,Self Enquiry,1,15,Salaried,Male,2,3,Standard,4,Married,2,0,3,1,1,D-4,25648
200439,Yes,31,Company Invited,1,26,Salaried,Male,3,3,Standard,3,Divorced,4,0,3,1,0,D-4,24824
200450,No,31,Self Enquiry,3,8,Salaried,Male,3,3,Deluxe,3,Unmarried,5,1,5,1,1,D-3,21582
200456,No,31,Self Enquiry,3,13,Salaried,Male,2,4,Standard,3,Married,1,0,3,1,0,D-4,26557
200482,Yes,31,Self Enquiry,3,19,Small Business,Male,2,3,Deluxe,5,Married,3,0,2,0,0,D-3,18041
200484,No,31,Self Enquiry,3,12,Small Business,Male,3,2,Deluxe,3,Married,5,0,5,1,2,D-3,20460
200644,No,31,Self Enquiry,1,17,Salaried,Male,2,3,Basic,3,Divorced,4,1,3,1,1,D-2,17356
200675,No,31,Self Enquiry,3,13,Salaried,Male,2,4,Basic,3,Divorced,4,0,4,1,1,D-2,17329
200679,No,31,Company Invited,3,26,Small Business,Female,2,3,Deluxe,3,Divorced,2,0,2,1,0,D-3,21932
200690,No,31,Self Enquiry,1,18,Small Business,Female,2,3,Deluxe,3,Divorced,1,1,4,0,1,D-3,20855
200709,Yes,31,Company Invited,1,15,Small Business,Male,2,4,Basic,5,Single,1,1,3,1,0,D-2,17321
200718,No,31,Company Invited,1,29,Salaried,Male,2,3,Deluxe,5,Divorced,2,1,2,1,0,D-3,18633
200818,No,31,Company Invited,3,26,Salaried,Male,3,1,Basic,3,Divorced,1,0,5,1,1,D-2,17791
200831,Yes,31,Company Invited,1,21,Small Business,Male,3,3,Basic,3,Divorced,2,0,4,1,2,D-2,17610
200895,No,31,Self Enquiry,1,17,Small Business,Male,3,3,Deluxe,5,Divorced,2,1,2,0,2,D-3,21833
200896,No,31,Self Enquiry,1,30,Small Business,Female,3,4,Deluxe,5,Unmarried,2,0,5,0,2,D-3,21812
200950,No,31,Company Invited,3,8,Salaried,Female,2,3,Standard,3,Married,2,1,1,1,0,D-4,24852
200952,Yes,31,Company Invited,3,6,Salaried,Female,2,3,Basic,4,Single,2,1,5,1,1,D-2,17302
200980,Yes,31,Company Invited,3,8,Salaried,Female,2,4,Basic,3,Single,1,0,5,0,1,D-2,17785
200985,Yes,31,Self Enquiry,1,28,Small Business,Male,3,3,Deluxe,3,Divorced,2,1,5,1,0,D-3,21179
200005,No,32,Company Invited,1,8,Salaried,Male,3,3,Basic,3,Single,1,0,5,1,1,D-2,18068
200016,No,32,Self Enquiry,1,11,Salaried,Male,3,2,Basic,4,Married,1,1,2,1,0,D-2,18298
200060,No,32,Self Enquiry,1,6,Small Business,Male,2,3,Deluxe,3,Divorced,2,1,4,1,0,D-3,21162
200073,No,32,Self Enquiry,1,6,Salaried,Male,3,3,Deluxe,4,Divorced,2,0,3,0,0,D-3,21220
200094,No,32,Self Enquiry,3,12,Small Business,Male,2,4,Deluxe,3,Single,2,0,5,1,0,D-3,20010
200101,No,32,Self Enquiry,1,6,Salaried,Male,3,3,Basic,5,Single,2,0,2,0,2,D-2,17956
200144,No,32,Company Invited,3,5,Small Business,Male,2,5,Deluxe,3,Married,1,0,2,0,1,D-3,19668
200154,No,32,Company Invited,3,14,Small Business,Fe Male,2,3,Standard,3,Unmarried,2,0,4,1,1,D-4,23998
200169,No,32,Self Enquiry,1,12,Salaried,Male,2,3,Basic,3,Single,4,0,2,0,1,D-2,18038
200210,Yes,32,Self Enquiry,3,10,Small Business,Male,2,5,Standard,3,Divorced,2,0,2,1,1,D-4,25400
200241,No,32,Company Invited,3,9,Small Business,Male,3,3,Deluxe,3,Divorced,1,0,4,1,2,D-3,68089
200260,No,32,Company Invited,1,13,Salaried,Male,3,2,Basic,4,Divorced,2,0,2,0,1,D-2,17794
200262,No,32,Self Enquiry,1,8,Large Business,Male,2,4,Deluxe,5,Single,5,0,4,0,1,D-3,17176
200306,No,32,Self Enquiry,3,13,Salaried,Male,3,4,Deluxe,3,Divorced,2,0,3,1,2,D-3,20484
200319,No,32,Self Enquiry,3,14,Large Business,Female,3,4,Deluxe,4,Divorced,2,1,2,1,0,D-3,20228
200322,No,32,Self Enquiry,1,8,Small Business,Female,3,3,Deluxe,3,Single,1,0,3,1,2,D-3,20055
200351,No,32,Self Enquiry,1,8,Small Business,Female,3,3,Basic,4,Divorced,2,0,4,0,0,D-2,17370
200469,Yes,32,Company Invited,3,9,Salaried,Male,2,2,Deluxe,3,Divorced,1,0,3,1,1,D-3,19707
200483,No,32,Self Enquiry,1,31,Salaried,Male,2,4,Deluxe,3,Single,5,0,2,0,1,D-3,18681
200500,No,32,Self Enquiry,1,15,Salaried,Female,3,3,Deluxe,3,Divorced,2,1,5,1,2,D-3,21322
200527,No,32,Self Enquiry,3,16,Small Business,Male,2,3,Deluxe,3,Single,2,0,4,0,1,D-3,20396
200531,No,32,Self Enquiry,1,9,Salaried,Fe Male,2,3,Standard,3,Unmarried,4,0,2,1,1,D-4,26159
200558,No,32,Company Invited,1,30,Salaried,Male,3,3,Deluxe,3,Divorced,2,0,4,1,0,D-3,20309
200600,No,32,Self Enquiry,1,10,Salaried,Female,3,4,Deluxe,3,Divorced,2,0,4,1,0,D-3,21162
200622,No,32,Self Enquiry,3,8,Salaried,Male,3,3,Deluxe,3,Married,3,0,2,0,0,D-3,24362
200623,No,32,Company Invited,1,11,Salaried,Male,3,4,Basic,3,Married,1,0,5,0,0,D-2,82513
200626,No,32,Self Enquiry,1,14,Small Business,Female,3,1,Deluxe,3,Divorced,6,0,3,1,2,D-3,20175
200637,No,32,Company Invited,1,6,Salaried,Male,3,3,Basic,3,Married,1,0,5,0,0,D-2,17314
200641,No,32,Company Invited,3,11,Salaried,Male,2,3,Deluxe,4,Divorced,2,0,3,1,1,D-3,21524
200656,Yes,32,Self Enquiry,1,31,Salaried,Male,2,3,Basic,3,Single,2,1,5,1,0,D-2,17795
200682,No,32,Company Invited,1,6,Salaried,Female,3,4,Basic,4,Divorced,7,0,3,1,0,D-2,17332
200692,No,32,Self Enquiry,1,9,Small Business,Female,3,3,Deluxe,5,Divorced,2,0,2,1,1,D-3,21725
200850,No,32,Company Invited,3,8,Salaried,Female,3,3,Basic,5,Married,2,0,3,0,1,D-2,17827
200880,No,32,Company Invited,1,19,Salaried,Female,3,4,Basic,4,Divorced,2,0,5,0,0,D-2,17743
200881,No,32,Company Invited,1,8,Salaried,Female,2,4,Deluxe,3,Single,5,1,5,1,1,D-3,19998
200935,No,32,Self Enquiry,3,14,Small Business,Male,2,1,Deluxe,3,Divorced,2,0,5,0,0,D-3,21209
200939,Yes,32,Self Enquiry,1,7,Salaried,Male,3,3,Deluxe,3,Divorced,2,0,3,1,1,D-3,19883
200003,No,33,Company Invited,1,9,Salaried,Female,2,3,Basic,3,Divorced,2,1,5,1,1,D-2,17909
200030,No,33,Self Enquiry,1,8,Small Business,Male,3,3,Basic,3,Single,5,0,3,1,2,D-2,17496
200039,No,33,Company Invited,3,6,Salaried,Female,2,2,Deluxe,5,Divorced,3,0,3,1,0,D-3,20376
200055,No,33,Company Invited,1,6,Salaried,Fe Male,3,3,Standard,3,Unmarried,2,1,2,1,0,D-4,28458
200121,No,33,Company Invited,3,28,Small Business,Male,3,3,Deluxe,4,Divorced,1,0,2,0,1,D-3,21146
200176,No,33,Self Enquiry,1,8,Salaried,Male,2,3,Basic,3,Single,1,0,3,0,1,D-2,17500
200185,No,33,Self Enquiry,1,20,Small Business,Female,3,3,Basic,4,Divorced,2,0,5,0,0,D-2,17756
200221,No,33,Self Enquiry,1,10,Small Business,Female,2,4,Basic,4,Divorced,7,0,4,0,0,D-2,17622
200234,Yes,33,Self Enquiry,1,20,Small Business,Male,2,3,Basic,3,Divorced,6,1,2,0,1,D-2,17436
200236,Yes,33,Self Enquiry,1,8,Salaried,Female,2,3,Basic,5,Divorced,1,0,3,1,0,D-2,17707
200246,No,33,Self Enquiry,1,11,Salaried,Female,3,4,Basic,3,Divorced,2,0,2,0,2,D-2,17911
200264,Yes,33,Self Enquiry,1,8,Salaried,Male,3,3,Basic,3,Single,3,0,4,1,1,D-2,18485
200313,No,33,Company Invited,1,11,Salaried,Female,3,3,Standard,4,Divorced,7,0,3,1,2,D-4,26878
200328,No,33,Company Invited,3,10,Small Business,Male,2,4,Deluxe,3,Single,4,0,3,1,1,D-3,19682
200363,Yes,33,Self Enquiry,3,11,Small Business,Female,2,3,Basic,3,Single,2,1,2,1,0,D-2,17851
200435,Yes,33,Self Enquiry,1,21,Small Business,Male,2,3,Standard,3,Divorced,1,1,5,0,0,D-4,28610
200455,No,33,Self Enquiry,1,6,Small Business,Female,3,2,Super Deluxe,3,Married,5,0,2,0,2,D-1,31184
200499,No,33,Self Enquiry,3,14,Small Business,Male,2,3,Deluxe,3,Married,1,0,2,1,1,D-3,22104
200509,No,33,Company Invited,1,12,Salaried,Male,1,3,Deluxe,3,Married,4,0,5,1,0,D-3,22725
200514,Yes,33,Company Invited,1,9,Salaried,Male,3,3,Basic,5,Single,2,1,5,1,2,D-2,18348
200562,Yes,33,Self Enquiry,1,6,Salaried,Male,3,3,Basic,3,Single,2,1,3,1,0,D-2,17686
200590,No,33,Self Enquiry,1,13,Small Business,Male,2,3,Standard,3,Divorced,1,0,4,0,0,D-4,26691
200591,Yes,33,Self Enquiry,3,22,Small Business,Female,3,3,Deluxe,5,Single,6,0,3,1,0,D-3,20324
200655,No,33,Self Enquiry,2,9,Salaried,Male,2,3,Basic,4,Married,4,1,5,0,1,D-2,17277
200673,No,33,Self Enquiry,1,6,Salaried,Male,3,4,Basic,5,Single,4,1,4,0,0,D-2,17799
200694,No,33,Self Enquiry,1,6,Salaried,Female,2,4,Deluxe,3,Unmarried,1,0,4,0,0,D-3,21949
200710,No,33,Company Invited,3,23,Salaried,Male,2,3,Super Deluxe,3,Single,2,0,3,1,1,D-1,32444
200715,No,33,Company Invited,1,6,Salaried,Female,2,1,Deluxe,4,Divorced,2,1,3,0,1,D-3,20488
200754,No,33,Company Invited,3,14,Salaried,Female,2,4,Basic,3,Single,1,0,2,1,1,D-2,17342
200790,No,33,Self Enquiry,1,11,Salaried,Male,2,4,Standard,3,Married,5,0,3,0,0,D-4,22119
200792,Yes,33,Company Invited,1,9,Small Business,Female,2,4,Deluxe,3,Single,2,0,5,1,0,D-3,19508
200798,Yes,33,Self Enquiry,1,31,Small Business,Male,2,4,Basic,4,Single,5,1,4,0,0,D-2,17313
200802,No,33,Company Invited,3,5,Salaried,Female,1,3,Deluxe,4,Divorced,1,0,4,1,0,D-3,40800
200829,Yes,33,Self Enquiry,3,15,Small Business,Female,3,3,Deluxe,5,Unmarried,1,1,3,0,1,D-3,23224
200841,No,33,Self Enquiry,1,30,Small Business,Male,2,3,Basic,4,Single,1,0,5,1,0,D-2,18597
200872,No,33,Company Invited,3,7,Small Business,Female,2,3,Deluxe,3,Divorced,2,0,3,0,1,D-3,19539
200883,No,33,Self Enquiry,1,15,Small Business,Male,2,3,Basic,3,Divorced,1,0,2,1,0,D-2,17781
200908,No,33,Self Enquiry,3,16,Small Business,Male,2,1,Standard,3,Married,1,1,4,1,1,D-4,23380
200990,No,33,Company Invited,3,11,Salaried,Male,3,3,Deluxe,3,Divorced,7,0,1,1,2,D-3,24998
200013,No,34,Self Enquiry,1,25,Small Business,Male,3,3,Basic,3,Married,1,0,3,0,2,D-2,17661
200022,No,34,Self Enquiry,1,13,Salaried,Fe Male,2,3,Standard,4,Unmarried,1,0,3,1,0,D-4,26994
200024,Yes,34,Self Enquiry,1,12,Small Business,Male,2,3,Basic,5,Single,3,0,2,1,1,D-2,17960
200046,No,34,Company Invited,3,10,Small Business,Male,3,3,Deluxe,3,Single,1,0,5,1,1,D-3,19568
200084,No,34,Self Enquiry,1,7,Small Business,Male,3,3,Deluxe,4,Divorced,2,0,5,0,0,D-3,86033
200103,No,34,Self Enquiry,1,10,Salaried,Female,2,3,Deluxe,3,Single,2,0,3,1,0,D-3,19809
200111,Yes,34,Company Invited,1,13,Salaried,Male,3,5,Deluxe,3,Single,2,1,5,1,1,D-3,21074
200114,No,34,Self Enquiry,1,9,Salaried,Female,2,4,Deluxe,4,Married,7,0,3,0,1,D-3,19505
200116,No,34,Self Enquiry,1,11,Small Business,Fe Male,2,4,Standard,5,Unmarried,3,0,2,0,0,D-4,26631
200159,No,34,Company Invited,3,8,Small Business,Female,3,3,Basic,3,Divorced,7,0,5,1,2,D-2,17231
200181,No,34,Self Enquiry,1,33,Small Business,Female,3,3,Basic,4,Single,3,0,3,1,0,D-2,17311
200188,No,34,Company Invited,1,8,Salaried,Male,2,4,Deluxe,3,Divorced,2,0,4,0,0,D-3,24547
200202,No,34,Company Invited,1,16,Small Business,Male,2,3,Basic,3,Married,2,1,3,1,0,D-2,36106
200247,No,34,Self Enquiry,1,8,Salaried,Male,2,4,Deluxe,5,Divorced,7,0,4,0,1,D-3,20957
200267,No,34,Company Invited,1,11,Salaried,Male,2,2,Deluxe,5,Married,2,0,5,1,1,D-3,49278
200378,Yes,34,Company Invited,3,25,Small Business,Male,3,2,Deluxe,3,Single,1,1,2,1,2,D-3,20304
200393,No,34,Company Invited,3,10,Small Business,Female,3,3,Deluxe,3,Divorced,1,0,2,1,0,D-3,21538
200415,Yes,34,Company Invited,3,12,Small Business,Female,2,5,Basic,3,Married,1,0,4,1,1,D-2,17351
200432,No,34,Self Enquiry,1,8,Salaried,Male,3,4,Basic,3,Married,4,0,5,1,0,D-2,17768
200440,Yes,34,Company Invited,2,29,Salaried,Female,2,3,Standard,5,Married,1,1,3,1,0,D-4,24950
200462,No,34,Self Enquiry,3,27,Salaried,Male,3,2,Deluxe,3,Single,2,0,3,1,0,D-3,20337
200494,No,34,Self Enquiry,3,20,Large Business,Female,2,3,Basic,3,Married,2,1,5,1,1,D-2,17579
200503,No,34,Self Enquiry,1,6,Salaried,Male,2,3,Basic,3,Divorced,2,0,3,1,0,D-2,17691
200524,No,34,Self Enquiry,1,15,Small Business,Fe Male,2,4,Standard,4,Unmarried,2,0,2,1,1,D-4,23621
200549,No,34,Self Enquiry,1,14,Small Business,Female,3,3,Deluxe,3,Single,4,0,4,1,1,D-3,21142
200560,No,34,Self Enquiry,1,14,Salaried,Female,2,3,Deluxe,5,Married,4,0,5,1,0,D-3,20121
200565,No,34,Self Enquiry,1,16,Small Business,Male,3,2,Basic,3,Single,2,0,2,1,1,D-2,18505
200567,No,34,Self Enquiry,3,8,Salaried,Male,2,3,Deluxe,3,Single,2,0,5,0,0,D-3,21274
200574,No,34,Self Enquiry,1,6,Salaried,Female,3,1,Basic,3,Single,3,0,2,0,0,D-2,18280
200579,No,34,Company Invited,1,10,Small Business,Female,2,4,Basic,5,Single,2,0,2,1,1,D-2,64586
200583,No,34,Self Enquiry,3,14,Salaried,Female,3,3,Deluxe,5,Divorced,6,0,2,1,0,D-3,21500
200606,No,34,Company Invited,1,22,Salaried,Female,3,4,Basic,3,Single,2,0,5,1,1,D-2,17553
200671,No,34,Self Enquiry,1,16,Salaried,Male,2,3,Basic,4,Married,2,0,2,1,0,D-2,17008
200757,No,34,Self Enquiry,3,6,Small Business,Male,3,1,Deluxe,3,Married,1,0,5,1,2,D-3,24725
200763,No,34,Self Enquiry,3,16,Salaried,Female,2,3,Basic,3,Divorced,2,1,2,0,1,D-2,17220
200794,No,34,Company Invited,1,9,Salaried,Male,2,3,Deluxe,3,Unmarried,1,0,2,1,0,D-3,22756
200803,No,34,Company Invited,1,9,Salaried,Male,2,4,Basic,3,Divorced,4,0,2,1,0,D-2,17979
200822,No,34,Company Invited,1,8,Salaried,Male,3,3,Deluxe,3,Single,3,0,4,1,2,D-3,32504
200834,No,34,Self Enquiry,3,15,Salaried,Female,3,3,Deluxe,3,Divorced,2,0,2,1,2,D-3,20714
200847,No,34,Company Invited,1,6,Small Business,Male,3,4,Deluxe,5,Single,1,0,2,1,2,D-3,20343
200906,No,34,Self Enquiry,1,26,Large Business,Female,2,1,Basic,3,Divorced,1,0,1,1,0,D-2,17585
200917,No,34,Self Enquiry,3,6,Small Business,Female,2,3,Deluxe,5,Single,1,1,3,1,0,D-3,19538
200920,No,34,Company Invited,1,6,Small Business,Female,2,3,Deluxe,4,Married,5,0,3,1,0,D-3,79439
200923,No,34,Company Invited,2,7,Salaried,Male,2,4,Deluxe,4,Divorced,5,0,5,0,1,D-3,19490
200958,No,34,Self Enquiry,1,15,Salaried,Male,2,3,Standard,3,Married,1,0,5,1,1,D-4,23500
200964,No,34,Self Enquiry,3,21,Small Business,Female,3,3,Deluxe,5,Single,2,0,1,1,2,D-3,21125
200977,No,34,Company Invited,1,32,Large Business,Female,3,4,Basic,3,Married,2,0,1,1,0,D-2,17029
200979,No,34,Self Enquiry,1,35,Small Business,Male,2,3,Deluxe,3,Divorced,5,0,3,0,0,D-3,20429
200983,No,34,Self Enquiry,1,8,Large Business,Female,3,3,Deluxe,3,Unmarried,2,0,5,1,1,D-3,21687
200010,No,35,Self Enquiry,1,22,Small Business,Male,2,2,Basic,4,Divorced,1,0,3,1,1,D-2,17426
200019,No,35,Self Enquiry,1,8,Salaried,Male,2,3,Basic,3,Single,6,1,4,0,1,D-2,36010
200037,No,35,Self Enquiry,3,8,Small Business,Female,3,3,Basic,3,Divorced,2,0,2,1,0,D-2,17014
200040,No,35,Self Enquiry,1,10,Salaried,Male,3,3,Basic,3,Married,2,0,4,0,0,D-2,16951
200049,No,35,Self Enquiry,1,14,Salaried,Male,2,2,Basic,3,Divorced,2,0,5,1,1,D-2,17269
200053,No,35,Company Invited,1,17,Small Business,Male,3,4,Standard,5,Divorced,3,1,5,1,1,D-4,24884
200056,No,35,Company Invited,3,24,Salaried,Male,3,3,Standard,5,Divorced,2,0,4,1,0,D-4,24069
200068,No,35,Company Invited,1,6,Small Business,Male,3,3,Basic,5,Divorced,5,0,2,0,1,D-2,17194
200076,No,35,Self Enquiry,3,8,Small Business,Male,2,4,Deluxe,5,Single,1,0,2,0,1,D-3,50821
200081,No,35,Self Enquiry,1,6,Small Business,Male,1,4,Basic,3,Single,2,0,4,1,0,D-2,17859
200097,No,35,Company Invited,3,10,Small Business,Male,2,3,Deluxe,3,Divorced,2,0,2,1,0,D-3,85307
200151,No,35,Self Enquiry,3,6,Small Business,Male,3,3,Standard,4,Divorced,2,0,4,1,2,D-4,22295
200192,Yes,35,Self Enquiry,1,29,Salaried,Male,2,4,Deluxe,3,Divorced,4,1,4,1,1,D-3,20916
200196,No,35,Company Invited,1,5,Small Business,Female,2,3,Deluxe,4,Single,6,0,2,1,0,D-3,52320
200228,No,35,Company Invited,3,6,Small Business,Fe Male,3,3,Standard,3,Unmarried,2,0,5,1,0,D-4,23789
200276,No,35,Self Enquiry,1,28,Salaried,Female,3,2,Standard,4,Married,1,0,5,1,1,D-4,26996
200297,No,35,Self Enquiry,3,22,Small Business,Male,3,3,Standard,4,Divorced,1,0,2,1,2,D-4,23020
200344,No,35,Self Enquiry,1,11,Large Business,Male,3,3,Standard,4,Unmarried,1,0,3,0,0,D-4,23095
200372,No,35,Self Enquiry,1,15,Salaried,Male,3,4,Deluxe,4,Unmarried,1,0,2,1,2,D-3,21540
200430,No,35,Self Enquiry,1,28,Salaried,Male,2,5,Basic,3,Single,1,0,4,1,0,D-2,65545
200438,No,35,Self Enquiry,1,22,Salaried,Male,3,3,Standard,3,Divorced,5,1,2,0,1,D-4,22632
200447,No,35,Self Enquiry,3,7,Small Business,Male,2,3,Deluxe,3,Divorced,1,0,3,1,0,D-3,19717
200461,No,35,Self Enquiry,3,9,Small Business,Female,3,3,Deluxe,3,Single,2,0,4,0,2,D-3,19859
200508,No,35,Self Enquiry,1,12,Salaried,Male,2,5,Deluxe,3,Unmarried,2,0,5,1,0,D-3,21646
200515,No,35,Company Invited,1,9,Salaried,Male,2,4,Basic,3,Divorced,2,0,2,1,1,D-2,16281
200557,No,35,Company Invited,1,8,Salaried,Female,3,3,Deluxe,5,Married,3,0,4,0,0,D-3,20093
200580,No,35,Self Enquiry,3,14,Salaried,Female,3,3,Basic,3,Divorced,2,0,3,0,0,D-2,17572
200596,No,35,Self Enquiry,1,6,Salaried,Female,2,1,Basic,3,Single,4,0,3,0,0,D-2,17506
200611,No,35,Self Enquiry,1,13,Salaried,Male,2,3,Standard,3,Unmarried,4,0,3,0,0,D-4,25221
200620,No,35,Self Enquiry,1,33,Small Business,Female,2,4,Basic,5,Single,2,0,4,1,1,D-2,17559
200635,No,35,Self Enquiry,1,15,Salaried,Female,3,4,Standard,3,Divorced,2,1,4,1,1,D-4,25685
200636,Yes,35,Company Invited,1,31,Salaried,Female,3,3,Basic,4,Married,2,1,3,0,0,D-2,17022
200647,No,35,Self Enquiry,1,31,Large Business,Male,3,4,Standard,4,Divorced,4,0,3,1,1,D-4,25903
200698,No,35,Self Enquiry,3,6,Small Business,Female,2,3,Deluxe,3,Divorced,2,0,4,1,0,D-3,19601
